YEAR,MONTH,Category,Number
1982,6,NYS Employed," 7,324,164 "
1982,7,NYS Employed," 7,311,302 "
1982,8,NYS Employed," 7,294,904 "
1982,9,NYS Employed," 7,277,046 "
1982,10,NYS Employed," 7,260,021 "
1982,11,NYS Employed," 7,247,062 "
1982,12,NYS Employed," 7,238,089 "
1983,1,NYS Employed," 7,232,729 "
1983,2,NYS Employed," 7,234,185 "
1983,3,NYS Employed," 7,244,713 "
1983,4,NYS Employed," 7,265,240 "
1983,5,NYS Employed," 7,293,924 "
1983,6,NYS Employed," 7,327,161 "
1983,7,NYS Employed," 7,361,277 "
1983,8,NYS Employed," 7,390,869 "
1983,9,NYS Employed," 7,412,353 "
1983,10,NYS Employed," 7,425,886 "
1983,11,NYS Employed," 7,433,476 "
1983,12,NYS Employed," 7,439,623 "
1984,1,NYS Employed," 7,449,882 "
1984,2,NYS Employed," 7,466,024 "
1984,3,NYS Employed," 7,486,063 "
1984,4,NYS Employed," 7,505,941 "
1984,5,NYS Employed," 7,522,726 "
1984,6,NYS Employed," 7,534,320 "
1984,7,NYS Employed," 7,540,016 "
1984,8,NYS Employed," 7,542,633 "
1984,9,NYS Employed," 7,545,795 "
1984,10,NYS Employed," 7,553,219 "
1984,11,NYS Employed," 7,567,724 "
1984,12,NYS Employed," 7,588,255 "
1985,1,NYS Employed," 7,608,817 "
1985,2,NYS Employed," 7,623,263 "
1985,3,NYS Employed," 7,629,801 "
1985,4,NYS Employed," 7,695,257 "
1985,5,NYS Employed," 7,726,502 "
1985,6,NYS Employed," 7,745,005 "
1985,7,NYS Employed," 7,761,951 "
1985,8,NYS Employed," 7,783,043 "
1985,9,NYS Employed," 7,808,417 "
1985,10,NYS Employed," 7,833,604 "
1985,11,NYS Employed," 7,853,542 "
1985,12,NYS Employed," 7,865,100 "
1986,1,NYS Employed," 7,869,249 "
1986,2,NYS Employed," 7,870,640 "
1986,3,NYS Employed," 7,873,009 "
1986,4,NYS Employed," 7,878,431 "
1986,5,NYS Employed," 7,887,486 "
1986,6,NYS Employed," 7,899,992 "
1986,7,NYS Employed," 7,914,993 "
1986,8,NYS Employed," 7,929,866 "
1986,9,NYS Employed," 7,942,965 "
1986,10,NYS Employed," 7,954,497 "
1986,11,NYS Employed," 7,964,163 "
1986,12,NYS Employed," 7,974,393 "
1987,1,NYS Employed," 7,986,560 "
1987,2,NYS Employed," 7,999,842 "
1987,3,NYS Employed," 8,014,696 "
1987,4,NYS Employed," 8,031,202 "
1987,5,NYS Employed," 8,048,381 "
1987,6,NYS Employed," 8,064,923 "
1987,7,NYS Employed," 8,080,162 "
1987,8,NYS Employed," 8,094,174 "
1987,9,NYS Employed," 8,107,825 "
1987,10,NYS Employed," 8,120,516 "
1987,11,NYS Employed," 8,132,516 "
1987,12,NYS Employed," 8,142,148 "
1988,1,NYS Employed," 8,148,513 "
1988,2,NYS Employed," 8,152,981 "
1988,3,NYS Employed," 8,156,087 "
1988,4,NYS Employed," 8,158,999 "
1988,5,NYS Employed," 8,163,322 "
1988,6,NYS Employed," 8,170,127 "
1988,7,NYS Employed," 8,179,165 "
1988,8,NYS Employed," 8,189,447 "
1988,9,NYS Employed," 8,199,978 "
1988,10,NYS Employed," 8,210,585 "
1988,11,NYS Employed," 8,220,962 "
1988,12,NYS Employed," 8,230,468 "
1989,1,NYS Employed," 8,239,246 "
1989,2,NYS Employed," 8,246,117 "
1989,3,NYS Employed," 8,251,902 "
1989,4,NYS Employed," 8,256,538 "
1989,5,NYS Employed," 8,259,412 "
1989,6,NYS Employed," 8,260,707 "
1989,7,NYS Employed," 8,261,118 "
1989,8,NYS Employed," 8,262,776 "
1989,9,NYS Employed," 8,268,108 "
1989,10,NYS Employed," 8,279,526 "
1989,11,NYS Employed," 8,296,356 "
1989,12,NYS Employed," 8,316,742 "
1990,1,NYS Employed," 8,338,055 "
1990,2,NYS Employed," 8,357,217 "
1990,3,NYS Employed," 8,370,923 "
1990,4,NYS Employed," 8,377,690 "
1990,5,NYS Employed," 8,378,472 "
1990,6,NYS Employed," 8,373,371 "
1990,7,NYS Employed," 8,364,181 "
1990,8,NYS Employed," 8,351,164 "
1990,9,NYS Employed," 8,332,587 "
1990,10,NYS Employed," 8,307,610 "
1990,11,NYS Employed," 8,278,987 "
1990,12,NYS Employed," 8,249,326 "
1991,1,NYS Employed," 8,219,779 "
1991,2,NYS Employed," 8,192,963 "
1991,3,NYS Employed," 8,169,223 "
1991,4,NYS Employed," 8,148,418 "
1991,5,NYS Employed," 8,130,636 "
1991,6,NYS Employed," 8,115,530 "
1991,7,NYS Employed," 8,100,769 "
1991,8,NYS Employed," 8,084,980 "
1991,9,NYS Employed," 8,068,393 "
1991,10,NYS Employed," 8,050,294 "
1991,11,NYS Employed," 8,031,299 "
1991,12,NYS Employed," 8,013,353 "
1992,1,NYS Employed," 7,999,171 "
1992,2,NYS Employed," 7,990,052 "
1992,3,NYS Employed," 7,987,568 "
1992,4,NYS Employed," 7,990,891 "
1992,5,NYS Employed," 7,995,743 "
1992,6,NYS Employed," 7,999,215 "
1992,7,NYS Employed," 8,001,004 "
1992,8,NYS Employed," 8,001,319 "
1992,9,NYS Employed," 8,000,418 "
1992,10,NYS Employed," 8,000,168 "
1992,11,NYS Employed," 8,000,282 "
1992,12,NYS Employed," 8,000,812 "
1993,1,NYS Employed," 8,003,049 "
1993,2,NYS Employed," 8,007,237 "
1993,3,NYS Employed," 8,013,517 "
1993,4,NYS Employed," 8,021,349 "
1993,5,NYS Employed," 8,029,031 "
1993,6,NYS Employed," 8,034,630 "
1993,7,NYS Employed," 8,036,330 "
1993,8,NYS Employed," 8,035,066 "
1993,9,NYS Employed," 8,034,395 "
1993,10,NYS Employed," 8,035,928 "
1993,11,NYS Employed," 8,039,549 "
1993,12,NYS Employed," 8,045,541 "
1994,1,NYS Employed," 8,052,421 "
1994,2,NYS Employed," 8,057,256 "
1994,3,NYS Employed," 8,057,843 "
1994,4,NYS Employed," 8,054,927 "
1994,5,NYS Employed," 8,052,095 "
1994,6,NYS Employed," 8,052,845 "
1994,7,NYS Employed," 8,059,480 "
1994,8,NYS Employed," 8,071,359 "
1994,9,NYS Employed," 8,086,242 "
1994,10,NYS Employed," 8,102,511 "
1994,11,NYS Employed," 8,118,839 "
1994,12,NYS Employed," 8,130,782 "
1995,1,NYS Employed," 8,134,523 "
1995,2,NYS Employed," 8,131,282 "
1995,3,NYS Employed," 8,123,523 "
1995,4,NYS Employed," 8,113,625 "
1995,5,NYS Employed," 8,105,053 "
1995,6,NYS Employed," 8,100,273 "
1995,7,NYS Employed," 8,099,536 "
1995,8,NYS Employed," 8,101,908 "
1995,9,NYS Employed," 8,106,073 "
1995,10,NYS Employed," 8,110,815 "
1995,11,NYS Employed," 8,115,847 "
1995,12,NYS Employed," 8,122,020 "
1996,1,NYS Employed," 8,131,307 "
1996,2,NYS Employed," 8,144,391 "
1996,3,NYS Employed," 8,161,184 "
1996,4,NYS Employed," 8,181,321 "
1996,5,NYS Employed," 8,204,109 "
1996,6,NYS Employed," 8,228,714 "
1996,7,NYS Employed," 8,254,302 "
1996,8,NYS Employed," 8,278,693 "
1996,9,NYS Employed," 8,297,868 "
1996,10,NYS Employed," 8,310,147 "
1996,11,NYS Employed," 8,317,522 "
1996,12,NYS Employed," 8,324,338 "
1997,1,NYS Employed," 8,333,905 "
1997,2,NYS Employed," 8,348,269 "
1997,3,NYS Employed," 8,368,885 "
1997,4,NYS Employed," 8,394,265 "
1997,5,NYS Employed," 8,419,436 "
1997,6,NYS Employed," 8,440,764 "
1997,7,NYS Employed," 8,457,735 "
1997,8,NYS Employed," 8,470,816 "
1997,9,NYS Employed," 8,481,537 "
1997,10,NYS Employed," 8,490,506 "
1997,11,NYS Employed," 8,497,555 "
1997,12,NYS Employed," 8,503,839 "
1998,1,NYS Employed," 8,510,512 "
1998,2,NYS Employed," 8,518,256 "
1998,3,NYS Employed," 8,526,423 "
1998,4,NYS Employed," 8,535,778 "
1998,5,NYS Employed," 8,547,055 "
1998,6,NYS Employed," 8,558,956 "
1998,7,NYS Employed," 8,569,737 "
1998,8,NYS Employed," 8,580,366 "
1998,9,NYS Employed," 8,591,786 "
1998,10,NYS Employed," 8,603,458 "
1998,11,NYS Employed," 8,613,449 "
1998,12,NYS Employed," 8,620,015 "
1999,1,NYS Employed," 8,623,485 "
1999,2,NYS Employed," 8,625,245 "
1999,3,NYS Employed," 8,627,336 "
1999,4,NYS Employed," 8,630,814 "
1999,5,NYS Employed," 8,636,073 "
1999,6,NYS Employed," 8,643,942 "
1999,7,NYS Employed," 8,653,680 "
1999,8,NYS Employed," 8,663,902 "
1999,9,NYS Employed," 8,674,050 "
1999,10,NYS Employed," 8,684,233 "
1999,11,NYS Employed," 8,695,676 "
1999,12,NYS Employed," 8,707,653 "
2000,1,NYS Employed," 8,718,077 "
2000,2,NYS Employed," 8,724,877 "
2000,3,NYS Employed," 8,726,607 "
2000,4,NYS Employed," 8,723,092 "
2000,5,NYS Employed," 8,716,038 "
2000,6,NYS Employed," 8,707,347 "
2000,7,NYS Employed," 8,700,292 "
2000,8,NYS Employed," 8,699,324 "
2000,9,NYS Employed," 8,706,475 "
2000,10,NYS Employed," 8,721,464 "
2000,11,NYS Employed," 8,740,180 "
2000,12,NYS Employed," 8,756,838 "
2001,1,NYS Employed," 8,766,694 "
2001,2,NYS Employed," 8,767,790 "
2001,3,NYS Employed," 8,760,193 "
2001,4,NYS Employed," 8,745,968 "
2001,5,NYS Employed," 8,729,233 "
2001,6,NYS Employed," 8,712,890 "
2001,7,NYS Employed," 8,699,049 "
2001,8,NYS Employed," 8,685,756 "
2001,9,NYS Employed," 8,672,427 "
2001,10,NYS Employed," 8,660,555 "
2001,11,NYS Employed," 8,651,335 "
2001,12,NYS Employed," 8,647,591 "
2002,1,NYS Employed," 8,650,499 "
2002,2,NYS Employed," 8,658,481 "
2002,3,NYS Employed," 8,669,535 "
2002,4,NYS Employed," 8,683,503 "
2002,5,NYS Employed," 8,699,645 "
2002,6,NYS Employed," 8,716,472 "
2002,7,NYS Employed," 8,730,281 "
2002,8,NYS Employed," 8,739,159 "
2002,9,NYS Employed," 8,742,256 "
2002,10,NYS Employed," 8,738,599 "
2002,11,NYS Employed," 8,730,762 "
2002,12,NYS Employed," 8,720,863 "
2003,1,NYS Employed," 8,711,662 "
2003,2,NYS Employed," 8,705,298 "
2003,3,NYS Employed," 8,700,335 "
2003,4,NYS Employed," 8,692,684 "
2003,5,NYS Employed," 8,679,734 "
2003,6,NYS Employed," 8,664,420 "
2003,7,NYS Employed," 8,651,128 "
2003,8,NYS Employed," 8,642,814 "
2003,9,NYS Employed," 8,641,565 "
2003,10,NYS Employed," 8,647,113 "
2003,11,NYS Employed," 8,656,815 "
2003,12,NYS Employed," 8,667,235 "
2004,1,NYS Employed," 8,675,101 "
2004,2,NYS Employed," 8,680,024 "
2004,3,NYS Employed," 8,718,791 "
2004,4,NYS Employed," 8,753,347 "
2004,5,NYS Employed," 8,785,278 "
2004,6,NYS Employed," 8,814,864 "
2004,7,NYS Employed," 8,841,888 "
2004,8,NYS Employed," 8,865,420 "
2004,9,NYS Employed," 8,883,320 "
2004,10,NYS Employed," 8,894,802 "
2004,11,NYS Employed," 8,901,578 "
2004,12,NYS Employed," 8,907,475 "
2005,1,NYS Employed," 8,915,505 "
2005,2,NYS Employed," 8,925,944 "
2005,3,NYS Employed," 8,939,247 "
2005,4,NYS Employed," 8,956,211 "
2005,5,NYS Employed," 8,976,408 "
2005,6,NYS Employed," 8,995,850 "
2005,7,NYS Employed," 9,010,415 "
2005,8,NYS Employed," 9,019,218 "
2005,9,NYS Employed," 9,023,777 "
2005,10,NYS Employed," 9,027,025 "
2005,11,NYS Employed," 9,030,508 "
2005,12,NYS Employed," 9,034,673 "
2006,1,NYS Employed," 9,041,288 "
2006,2,NYS Employed," 9,050,364 "
2006,3,NYS Employed," 9,059,283 "
2006,4,NYS Employed," 9,065,340 "
2006,5,NYS Employed," 9,068,445 "
2006,6,NYS Employed," 9,069,599 "
2006,7,NYS Employed," 9,072,177 "
2006,8,NYS Employed," 9,077,822 "
2006,9,NYS Employed," 9,086,018 "
2006,10,NYS Employed," 9,096,735 "
2006,11,NYS Employed," 9,107,686 "
2006,12,NYS Employed," 9,114,514 "
2007,1,NYS Employed," 9,114,266 "
2007,2,NYS Employed," 9,107,919 "
2007,3,NYS Employed," 9,097,197 "
2007,4,NYS Employed," 9,085,144 "
2007,5,NYS Employed," 9,074,455 "
2007,6,NYS Employed," 9,067,526 "
2007,7,NYS Employed," 9,065,612 "
2007,8,NYS Employed," 9,069,298 "
2007,9,NYS Employed," 9,078,967 "
2007,10,NYS Employed," 9,091,815 "
2007,11,NYS Employed," 9,106,286 "
2007,12,NYS Employed," 9,121,473 "
2008,1,NYS Employed," 9,134,103 "
2008,2,NYS Employed," 9,142,919 "
2008,3,NYS Employed," 9,148,598 "
2008,4,NYS Employed," 9,151,583 "
2008,5,NYS Employed," 9,153,029 "
2008,6,NYS Employed," 9,154,693 "
2008,7,NYS Employed," 9,156,275 "
2008,8,NYS Employed," 9,155,607 "
2008,9,NYS Employed," 9,148,655 "
2008,10,NYS Employed," 9,131,699 "
2008,11,NYS Employed," 9,102,543 "
2008,12,NYS Employed," 9,062,274 "
2009,1,NYS Employed," 9,014,776 "
2009,2,NYS Employed," 8,966,570 "
2009,3,NYS Employed," 8,926,228 "
2009,4,NYS Employed," 8,897,835 "
2009,5,NYS Employed," 8,877,362 "
2009,6,NYS Employed," 8,859,328 "
2009,7,NYS Employed," 8,838,266 "
2009,8,NYS Employed," 8,811,462 "
2009,9,NYS Employed," 8,781,638 "
2009,10,NYS Employed," 8,753,163 "
2009,11,NYS Employed," 8,733,084 "
2009,12,NYS Employed," 8,727,519 "
2010,1,NYS Employed," 8,737,735 "
2010,2,NYS Employed," 8,757,142 "
2010,3,NYS Employed," 8,776,986 "
2010,4,NYS Employed," 8,792,421 "
2010,5,NYS Employed," 8,801,543 "
2010,6,NYS Employed," 8,801,658 "
2010,7,NYS Employed," 8,792,951 "
2010,8,NYS Employed," 8,779,428 "
2010,9,NYS Employed," 8,764,345 "
2010,10,NYS Employed," 8,752,287 "
2010,11,NYS Employed," 8,744,834 "
2010,12,NYS Employed," 8,740,995 "
2011,1,NYS Employed," 8,739,920 "
2011,2,NYS Employed," 8,738,380 "
2011,3,NYS Employed," 8,733,288 "
2011,4,NYS Employed," 8,723,458 "
2011,5,NYS Employed," 8,711,503 "
2011,6,NYS Employed," 8,702,587 "
2011,7,NYS Employed," 8,701,473 "
2011,8,NYS Employed," 8,708,594 "
2011,9,NYS Employed," 8,721,554 "
2011,10,NYS Employed," 8,736,516 "
2011,11,NYS Employed," 8,748,504 "
2011,12,NYS Employed," 8,754,959 "
2012,1,NYS Employed," 8,757,122 "
2012,2,NYS Employed," 8,758,084 "
2012,3,NYS Employed," 8,757,816 "
2012,4,NYS Employed," 8,756,373 "
2012,5,NYS Employed," 8,757,979 "
2012,6,NYS Employed," 8,765,976 "
2012,7,NYS Employed," 8,780,838 "
2012,8,NYS Employed," 8,801,370 "
2012,9,NYS Employed," 8,824,815 "
2012,10,NYS Employed," 8,845,696 "
2012,11,NYS Employed," 8,860,603 "
2012,12,NYS Employed," 8,868,947 "
2013,1,NYS Employed," 8,869,350 "
2013,2,NYS Employed," 8,872,227 "
2013,3,NYS Employed," 8,880,955 "
2013,4,NYS Employed," 8,897,969 "
2013,5,NYS Employed," 8,917,413 "
2013,6,NYS Employed," 8,932,756 "
2013,7,NYS Employed," 8,941,331 "
2013,8,NYS Employed," 8,942,726 "
2013,9,NYS Employed," 8,938,974 "
2013,10,NYS Employed," 8,934,550 "
2013,11,NYS Employed," 8,933,068 "
2013,12,NYS Employed," 8,934,768 "
2014,1,NYS Employed," 8,891,979 "
2014,2,NYS Employed," 8,896,686 "
2014,3,NYS Employed," 8,900,374 "
2014,4,NYS Employed," 8,901,572 "
2014,5,NYS Employed," 8,903,144 "
2014,6,NYS Employed," 8,909,035 "
2014,7,NYS Employed," 8,918,415 "
2014,8,NYS Employed," 8,931,022 "
2014,9,NYS Employed," 8,946,039 "
2014,10,NYS Employed," 8,961,204 "
2014,11,NYS Employed," 8,974,604 "
2014,12,NYS Employed," 8,987,189 "
2015,1,NYS Employed," 8,997,585 "
2015,2,NYS Employed," 9,010,168 "
2015,3,NYS Employed," 9,023,616 "
2015,4,NYS Employed," 9,037,463 "
2015,5,NYS Employed," 9,049,193 "
2015,6,NYS Employed," 9,056,618 "
2015,7,NYS Employed," 9,061,246 "
2015,8,NYS Employed," 9,065,479 "
2015,9,NYS Employed," 9,072,213 "
2015,10,NYS Employed," 9,084,409 "
2015,11,NYS Employed," 9,100,847 "
2015,12,NYS Employed," 9,116,556 "
2016,1,NYS Employed," 9,126,494 "
2016,2,NYS Employed," 9,127,609 "
2016,3,NYS Employed," 9,119,809 "
2016,4,NYS Employed," 9,106,300 "
2016,5,NYS Employed," 9,091,949 "
2016,6,NYS Employed," 9,080,187 "
2016,7,NYS Employed," 9,072,562 "
2016,8,NYS Employed," 9,068,476 "
2016,9,NYS Employed," 9,066,158 "
2016,10,NYS Employed," 9,064,636 "
2016,11,NYS Employed," 9,065,980 "
2016,12,NYS Employed," 9,071,509 "
2017,1,NYS Employed," 9,080,374 "
2017,2,NYS Employed," 9,091,221 "
2017,3,NYS Employed," 9,100,810 "
2017,4,NYS Employed," 9,108,274 "
2017,5,NYS Employed," 9,113,926 "
2017,6,NYS Employed," 9,117,029 "
2017,7,NYS Employed," 9,117,049 "
2017,8,NYS Employed," 9,113,232 "
2017,9,NYS Employed," 9,105,971 "
2017,10,NYS Employed," 9,096,611 "
2017,11,NYS Employed," 9,085,925 "
2017,12,NYS Employed," 9,077,369 "
2018,1,NYS Employed," 9,074,847 "
2018,2,NYS Employed," 9,080,635 "
2018,3,NYS Employed," 9,093,681 "
2018,4,NYS Employed," 9,108,362 "
2018,5,NYS Employed," 9,119,951 "
2018,6,NYS Employed," 9,128,479 "
2018,7,NYS Employed," 9,135,281 "
2018,8,NYS Employed," 9,142,250 "
2018,9,NYS Employed," 9,150,233 "
2018,10,NYS Employed," 9,158,403 "
2018,11,NYS Employed," 9,165,087 "
2018,12,NYS Employed," 9,167,089 "
2019,1,NYS Employed," 9,161,783 "
2019,2,NYS Employed," 9,148,538 "
2019,3,NYS Employed," 9,130,757 "
2019,4,NYS Employed," 9,115,005 "
2019,5,NYS Employed," 9,106,058 "
2019,6,NYS Employed," 9,105,741 "
2019,7,NYS Employed," 9,115,194 "
2019,8,NYS Employed," 9,129,585 "
2019,9,NYS Employed," 9,145,414 "
2019,10,NYS Employed," 9,156,652 "
2019,11,NYS Employed," 9,157,857 "
2019,12,NYS Employed," 9,156,258 "
2020,1,NYS Employed," 9,178,410 "
2020,2,NYS Employed," 9,197,589 "
2020,3,NYS Employed," 9,022,695 "
2020,4,NYS Employed," 7,691,738 "
2020,5,NYS Employed," 7,770,529 "
2020,6,NYS Employed," 7,911,749 "
2020,7,NYS Employed," 8,054,373 "
2020,8,NYS Employed," 8,310,258 "
2020,9,NYS Employed," 8,249,391 "
1976,1,NYS Unemployed," 790,611 "
1976,2,NYS Unemployed," 789,362 "
1976,3,NYS Unemployed," 786,483 "
1976,4,NYS Unemployed," 783,061 "
1976,5,NYS Unemployed," 782,348 "
1976,6,NYS Unemployed," 783,847 "
1976,7,NYS Unemployed," 786,646 "
1976,8,NYS Unemployed," 789,257 "
1976,9,NYS Unemployed," 789,321 "
1976,10,NYS Unemployed," 786,684 "
1976,11,NYS Unemployed," 781,642 "
1976,12,NYS Unemployed," 775,532 "
1977,1,NYS Unemployed," 769,942 "
1977,2,NYS Unemployed," 762,185 "
1977,3,NYS Unemployed," 750,264 "
1977,4,NYS Unemployed," 735,083 "
1977,5,NYS Unemployed," 718,851 "
1977,6,NYS Unemployed," 704,316 "
1977,7,NYS Unemployed," 692,711 "
1977,8,NYS Unemployed," 684,157 "
1977,9,NYS Unemployed," 677,361 "
1977,10,NYS Unemployed," 670,426 "
1977,11,NYS Unemployed," 662,505 "
1977,12,NYS Unemployed," 653,810 "
1978,1,NYS Unemployed," 643,775 "
1978,2,NYS Unemployed," 633,784 "
1978,3,NYS Unemployed," 625,374 "
1978,4,NYS Unemployed," 618,808 "
1978,5,NYS Unemployed," 613,993 "
1978,6,NYS Unemployed," 609,506 "
1978,7,NYS Unemployed," 604,936 "
1978,8,NYS Unemployed," 600,640 "
1978,9,NYS Unemployed," 596,020 "
1978,10,NYS Unemployed," 591,056 "
1978,11,NYS Unemployed," 585,887 "
1978,12,NYS Unemployed," 580,294 "
1979,1,NYS Unemployed," 574,368 "
1979,2,NYS Unemployed," 568,536 "
1979,3,NYS Unemployed," 563,642 "
1979,4,NYS Unemployed," 561,292 "
1979,5,NYS Unemployed," 562,455 "
1979,6,NYS Unemployed," 567,349 "
1979,7,NYS Unemployed," 573,930 "
1979,8,NYS Unemployed," 580,373 "
1979,9,NYS Unemployed," 585,771 "
1979,10,NYS Unemployed," 587,507 "
1979,11,NYS Unemployed," 584,413 "
1979,12,NYS Unemployed," 579,465 "
1980,1,NYS Unemployed," 576,499 "
1980,2,NYS Unemployed," 577,852 "
1980,3,NYS Unemployed," 583,844 "
1980,4,NYS Unemployed," 592,120 "
1980,5,NYS Unemployed," 600,199 "
1980,6,NYS Unemployed," 606,271 "
1980,7,NYS Unemployed," 608,759 "
1980,8,NYS Unemployed," 606,828 "
1980,9,NYS Unemployed," 602,714 "
1980,10,NYS Unemployed," 601,035 "
1980,11,NYS Unemployed," 603,682 "
1980,12,NYS Unemployed," 609,080 "
1981,1,NYS Unemployed," 615,825 "
1981,2,NYS Unemployed," 621,955 "
1981,3,NYS Unemployed," 624,348 "
1981,4,NYS Unemployed," 621,329 "
1981,5,NYS Unemployed," 613,085 "
1981,6,NYS Unemployed," 601,814 "
1981,7,NYS Unemployed," 592,343 "
1981,8,NYS Unemployed," 588,716 "
1981,9,NYS Unemployed," 591,100 "
1981,10,NYS Unemployed," 598,326 "
1981,11,NYS Unemployed," 609,294 "
1981,12,NYS Unemployed," 622,002 "
1982,1,NYS Unemployed," 633,066 "
1982,2,NYS Unemployed," 641,332 "
1982,3,NYS Unemployed," 647,368 "
1982,4,NYS Unemployed," 652,017 "
1982,5,NYS Unemployed," 656,267 "
1982,6,NYS Unemployed," 661,621 "
1982,7,NYS Unemployed," 669,566 "
1982,8,NYS Unemployed," 680,701 "
1982,9,NYS Unemployed," 695,269 "
1982,10,NYS Unemployed," 711,753 "
1982,11,NYS Unemployed," 726,816 "
1982,12,NYS Unemployed," 737,183 "
1983,1,NYS Unemployed," 742,350 "
1983,2,NYS Unemployed," 742,326 "
1983,3,NYS Unemployed," 738,197 "
1983,4,NYS Unemployed," 732,521 "
1983,5,NYS Unemployed," 725,908 "
1983,6,NYS Unemployed," 717,212 "
1983,7,NYS Unemployed," 705,181 "
1983,8,NYS Unemployed," 689,904 "
1983,9,NYS Unemployed," 672,149 "
1983,10,NYS Unemployed," 652,896 "
1983,11,NYS Unemployed," 634,250 "
1983,12,NYS Unemployed," 617,962 "
1984,1,NYS Unemployed," 603,336 "
1984,2,NYS Unemployed," 590,613 "
1984,3,NYS Unemployed," 582,162 "
1984,4,NYS Unemployed," 578,447 "
1984,5,NYS Unemployed," 579,626 "
1984,6,NYS Unemployed," 583,806 "
1984,7,NYS Unemployed," 587,059 "
1984,8,NYS Unemployed," 587,137 "
1984,9,NYS Unemployed," 583,267 "
1984,10,NYS Unemployed," 575,605 "
1984,11,NYS Unemployed," 566,036 "
1984,12,NYS Unemployed," 557,681 "
1985,1,NYS Unemployed," 553,581 "
1985,2,NYS Unemployed," 553,768 "
1985,3,NYS Unemployed," 554,759 "
1985,4,NYS Unemployed," 554,098 "
1985,5,NYS Unemployed," 551,662 "
1985,6,NYS Unemployed," 548,354 "
1985,7,NYS Unemployed," 545,767 "
1985,8,NYS Unemployed," 542,862 "
1985,9,NYS Unemployed," 539,579 "
1985,10,NYS Unemployed," 538,032 "
1985,11,NYS Unemployed," 539,042 "
1985,12,NYS Unemployed," 542,713 "
1986,1,NYS Unemployed," 548,446 "
1986,2,NYS Unemployed," 554,769 "
1986,3,NYS Unemployed," 559,681 "
1986,4,NYS Unemployed," 561,009 "
1986,5,NYS Unemployed," 556,574 "
1986,6,NYS Unemployed," 546,317 "
1986,7,NYS Unemployed," 531,814 "
1986,8,NYS Unemployed," 516,144 "
1986,9,NYS Unemployed," 501,685 "
1986,10,NYS Unemployed," 488,749 "
1986,11,NYS Unemployed," 477,406 "
1986,12,NYS Unemployed," 466,490 "
1987,1,NYS Unemployed," 455,211 "
1987,2,NYS Unemployed," 443,661 "
1987,3,NYS Unemployed," 432,499 "
1987,4,NYS Unemployed," 422,018 "
1987,5,NYS Unemployed," 412,768 "
1987,6,NYS Unemployed," 406,269 "
1987,7,NYS Unemployed," 403,333 "
1987,8,NYS Unemployed," 403,113 "
1987,9,NYS Unemployed," 402,769 "
1987,10,NYS Unemployed," 400,079 "
1987,11,NYS Unemployed," 393,187 "
1987,12,NYS Unemployed," 382,185 "
1988,1,NYS Unemployed," 368,166 "
1988,2,NYS Unemployed," 353,619 "
1988,3,NYS Unemployed," 342,558 "
1988,4,NYS Unemployed," 338,369 "
1988,5,NYS Unemployed," 341,795 "
1988,6,NYS Unemployed," 350,407 "
1988,7,NYS Unemployed," 361,175 "
1988,8,NYS Unemployed," 372,392 "
1988,9,NYS Unemployed," 383,175 "
1988,10,NYS Unemployed," 391,440 "
1988,11,NYS Unemployed," 396,906 "
1988,12,NYS Unemployed," 400,963 "
1989,1,NYS Unemployed," 405,078 "
1989,2,NYS Unemployed," 410,428 "
1989,3,NYS Unemployed," 416,060 "
1989,4,NYS Unemployed," 421,061 "
1989,5,NYS Unemployed," 425,424 "
1989,6,NYS Unemployed," 430,101 "
1989,7,NYS Unemployed," 435,797 "
1989,8,NYS Unemployed," 441,661 "
1989,9,NYS Unemployed," 447,054 "
1989,10,NYS Unemployed," 452,085 "
1989,11,NYS Unemployed," 456,195 "
1989,12,NYS Unemployed," 458,438 "
1990,1,NYS Unemployed," 458,099 "
1990,2,NYS Unemployed," 454,950 "
1990,3,NYS Unemployed," 450,609 "
1990,4,NYS Unemployed," 447,218 "
1990,5,NYS Unemployed," 446,609 "
1990,6,NYS Unemployed," 449,698 "
1990,7,NYS Unemployed," 456,573 "
1990,8,NYS Unemployed," 467,208 "
1990,9,NYS Unemployed," 480,718 "
1990,10,NYS Unemployed," 496,694 "
1990,11,NYS Unemployed," 514,757 "
1990,12,NYS Unemployed," 534,995 "
1991,1,NYS Unemployed," 558,150 "
1991,2,NYS Unemployed," 582,977 "
1991,3,NYS Unemployed," 606,316 "
1991,4,NYS Unemployed," 625,023 "
1991,5,NYS Unemployed," 636,980 "
1991,6,NYS Unemployed," 642,023 "
1991,7,NYS Unemployed," 642,558 "
1991,8,NYS Unemployed," 642,836 "
1991,9,NYS Unemployed," 647,287 "
1991,10,NYS Unemployed," 658,288 "
1991,11,NYS Unemployed," 674,642 "
1991,12,NYS Unemployed," 692,784 "
1992,1,NYS Unemployed," 709,755 "
1992,2,NYS Unemployed," 724,860 "
1992,3,NYS Unemployed," 737,797 "
1992,4,NYS Unemployed," 749,156 "
1992,5,NYS Unemployed," 759,151 "
1992,6,NYS Unemployed," 767,265 "
1992,7,NYS Unemployed," 772,814 "
1992,8,NYS Unemployed," 774,699 "
1992,9,NYS Unemployed," 772,529 "
1992,10,NYS Unemployed," 766,206 "
1992,11,NYS Unemployed," 756,530 "
1992,12,NYS Unemployed," 744,474 "
1993,1,NYS Unemployed," 730,634 "
